state,county,NAME
48,121,"Denton County, Texas"
08,031,"Denver County, Colorado"
19,057,"Des Moines County, Iowa"
41,017,"Deschutes County, Oregon"
05,041,"Desha County, Arkansas"
31,049,"Deuel County, Nebraska"
46,039,"Deuel County, South Dakota"
40,043,"Dewey County, Oklahoma"
46,041,"Dewey County, South Dakota"
48,125,"Dickens County, Texas"
51,051,"Dickenson County, Virginia"
38,021,"Dickey County, North Dakota"
19,059,"Dickinson County, Iowa"
20,041,"Dickinson County, Kansas"
26,043,"Dickinson County, Michigan"
47,043,"Dickson County, Tennessee"
02,070,"Dillingham Census Area, Alaska"
45,033,"Dillon County, South Carolina"
48,127,"Dimmit County, Texas"
51,053,"Dinwiddie County, Virginia"
11,001,"District of Columbia, District of Columbia"
38,023,"Divide County, North Dakota"
12,029,"Dixie County, Florida"
31,051,"Dixon County, Nebraska"
54,017,"Doddridge County, West Virginia"
13,091,"Dodge County, Georgia"
27,039,"Dodge County, Minnesota"
31,053,"Dodge County, Nebraska"
55,027,"Dodge County, Wisconsin"
08,033,"Dolores County, Colorado"
20,043,"Doniphan County, Kansas"
48,129,"Donley County, Texas"
13,093,"Dooly County, Georgia"
55,029,"Door County, Wisconsin"
72,051,"Dorado Municipio, Puerto Rico"
24,019,"Dorchester County, Maryland"
45,035,"Dorchester County, South Carolina"
13,095,"Dougherty County, Georgia"
08,035,"Douglas County, Colorado"
13,097,"Douglas County, Georgia"
17,041,"Douglas County, Illinois"
20,045,"Douglas County, Kansas"
27,041,"Douglas County, Minnesota"
29,067,"Douglas County, Missouri"
31,055,"Douglas County, Nebraska"
32,005,"Douglas County, Nevada"
41,019,"Douglas County, Oregon"
46,043,"Douglas County, South Dakota"
53,017,"Douglas County, Washington"
55,031,"Douglas County, Wisconsin"
35,013,"Doña Ana County, New Mexico"
05,043,"Drew County, Arkansas"
17,043,"DuPage County, Illinois"
18,037,"Dubois County, Indiana"
19,061,"Dubuque County, Iowa"
49,013,"Duchesne County, Utah"
25,007,"Dukes County, Massachusetts"
31,057,"Dundy County, Nebraska"
29,069,"Dunklin County, Missouri"
38,025,"Dunn County, North Dakota"
55,033,"Dunn County, Wisconsin"
37,061,"Duplin County, North Carolina"
37,063,"Durham County, North Carolina"
36,027,"Dutchess County, New York"
12,031,"Duval County, Florida"
48,131,"Duval County, Texas"
47,045,"Dyer County, Tennessee"
08,037,"Eagle County, Colorado"
13,099,"Early County, Georgia"
22,033,"East Baton Rouge Parish, Louisiana"
22,035,"East Carroll Parish, Louisiana"
22,037,"East Feliciana Parish, Louisiana"
48,133,"Eastland County, Texas"
26,045,"Eaton County, Michigan"
55,035,"Eau Claire County, Wisconsin"
13,101,"Echols County, Georgia"
48,135,"Ector County, Texas"
35,015,"Eddy County, New Mexico"
38,027,"Eddy County, North Dakota"
17,045,"Edgar County, Illinois"
37,065,"Edgecombe County, North Carolina"
45,037,"Edgefield County, South Carolina"
21,061,"Edmonson County, Kentucky"
46,045,"Edmunds County, South Dakota"
17,047,"Edwards County, Illinois"
20,047,"Edwards County, Kansas"
48,137,"Edwards County, Texas"
13,103,"Effingham County, Georgia"
17,049,"Effingham County, Illinois"
06,017,"El Dorado County, California"
08,041,"El Paso County, Colorado"
48,141,"El Paso County, Texas"
08,039,"Elbert County, Colorado"
13,105,"Elbert County, Georgia"
20,049,"Elk County, Kansas"
42,047,"Elk County, Pennsylvania"
18,039,"Elkhart County, Indiana"
32,007,"Elko County, Nevada"
21,063,"Elliott County, Kentucky"
20,051,"Ellis County, Kansas"
40,045,"Ellis County, Oklahoma"
48,139,"Ellis County, Texas"
20,053,"Ellsworth County, Kansas"
01,051,"Elmore County, Alabama"
16,039,"Elmore County, Idaho"
13,107,"Emanuel County, Georgia"
49,015,"Emery County, Utah"
19,063,"Emmet County, Iowa"
26,047,"Emmet County, Michigan"
38,029,"Emmons County, North Dakota"
51,595,"Emporia city, Virginia"
48,143,"Erath County, Texas"
36,029,"Erie County, New York"
39,043,"Erie County, Ohio"
42,049,"Erie County, Pennsylvania"
01,053,"Escambia County, Alabama"
12,033,"Escambia County, Florida"
32,009,"Esmeralda County, Nevada"
25,009,"Essex County, Massachusetts"
34,013,"Essex County, New Jersey"
36,031,"Essex County, New York"
50,009,"Essex County, Vermont"
51,057,"Essex County, Virginia"
21,065,"Estill County, Kentucky"
01,055,"Etowah County, Alabama"
32,011,"Eureka County, Nevada"
22,039,"Evangeline Parish, Louisiana"
13,109,"Evans County, Georgia"
02,090,"Fairbanks North Star Borough, Alaska"
51,059,"Fairfax County, Virginia"
51,600,"Fairfax city, Virginia"
09,001,"Fairfield County, Connecticut"
39,045,"Fairfield County, Ohio"
45,039,"Fairfield County, South Carolina"
72,053,"Fajardo Municipio, Puerto Rico"
46,047,"Fall River County, South Dakota"
30,025,"Fallon County, Montana"
51,610,"Falls Church city, Virginia"
48,145,"Falls County, Texas"
13,111,"Fannin County, Georgia"
48,147,"Fannin County, Texas"
27,043,"Faribault County, Minnesota"
46,049,"Faulk County, South Dakota"
05,045,"Faulkner County, Arkansas"
51,061,"Fauquier County, Virginia"
01,057,"Fayette County, Alabama"
13,113,"Fayette County, Georgia"
17,051,"Fayette County, Illinois"
18,041,"Fayette County, Indiana"
19,065,"Fayette County, Iowa"
21,067,"Fayette County, Kentucky"
39,047,"Fayette County, Ohio"
42,051,"Fayette County, Pennsylvania"
47,047,"Fayette County, Tennessee"
48,149,"Fayette County, Texas"
54,019,"Fayette County, West Virginia"
47,049,"Fentress County, Tennessee"
30,027,"Fergus County, Montana"
53,019,"Ferry County, Washington"
27,045,"Fillmore County, Minnesota"
31,059,"Fillmore County, Nebraska"
20,055,"Finney County, Kansas"
48,151,"Fisher County, Texas"
12,035,"Flagler County, Florida"
30,029,"Flathead County, Montana"
21,069,"Fleming County, Kentucky"
45,041,"Florence County, South Carolina"
55,037,"Florence County, Wisconsin"
72,054,"Florida Municipio, Puerto Rico"
13,115,"Floyd County, Georgia"
18,043,"Floyd County, Indiana"
19,067,"Floyd County, Iowa"
21,071,"Floyd County, Kentucky"
48,153,"Floyd County, Texas"
51,063,"Floyd County, Virginia"
51,065,"Fluvanna County, Virginia"
48,155,"Foard County, Texas"
55,039,"Fond du Lac County, Wisconsin"
17,053,"Ford County, Illinois"
20,057,"Ford County, Kansas"
42,053,"Forest County, Pennsylvania"
55,041,"Forest County, Wisconsin"
28,035,"Forrest County, Mississippi"
13,117,"Forsyth County, Georgia"
37,067,"Forsyth County, North Carolina"
48,157,"Fort Bend County, Texas"
38,031,"Foster County, North Dakota"
18,045,"Fountain County, Indiana"
01,059,"Franklin County, Alabama"
05,047,"Franklin County, Arkansas"
12,037,"Franklin County, Florida"
13,119,"Franklin County, Georgia"
16,041,"Franklin County, Idaho"
17,055,"Franklin County, Illinois"
18,047,"Franklin County, Indiana"
19,069,"Franklin County, Iowa"
20,059,"Franklin County, Kansas"
21,073,"Franklin County, Kentucky"
23,007,"Franklin County, Maine"
25,011,"Franklin County, Massachusetts"
28,037,"Franklin County, Mississippi"
29,071,"Franklin County, Missouri"
31,061,"Franklin County, Nebraska"
36,033,"Franklin County, New York"
37,069,"Franklin County, North Carolina"
39,049,"Franklin County, Ohio"
42,055,"Franklin County, Pennsylvania"
47,051,"Franklin County, Tennessee"
48,159,"Franklin County, Texas"
50,011,"Franklin County, Vermont"
51,067,"Franklin County, Virginia"
53,021,"Franklin County, Washington"
22,041,"Franklin Parish, Louisiana"
51,620,"Franklin city, Virginia"
24,021,"Frederick County, Maryland"
51,069,"Frederick County, Virginia"
51,630,"Fredericksburg city, Virginia"
27,047,"Freeborn County, Minnesota"
48,161,"Freestone County, Texas"
08,043,"Fremont County, Colorado"
16,043,"Fremont County, Idaho"
19,071,"Fremont County, Iowa"
56,013,"Fremont County, Wyoming"
06,019,"Fresno County, California"
48,163,"Frio County, Texas"
31,063,"Frontier County, Nebraska"
05,049,"Fulton County, Arkansas"
13,121,"Fulton County, Georgia"
17,057,"Fulton County, Illinois"
18,049,"Fulton County, Indiana"
21,075,"Fulton County, Kentucky"
36,035,"Fulton County, New York"
39,051,"Fulton County, Ohio"
42,057,"Fulton County, Pennsylvania"
31,065,"Furnas County, Nebraska"
12,039,"Gadsden County, Florida"
31,067,"Gage County, Nebraska"
48,165,"Gaines County, Texas"
51,640,"Galax city, Virginia"
17,059,"Gallatin County, Illinois"
21,077,"Gallatin County, Kentucky"
30,031,"Gallatin County, Montana"
39,053,"Gallia County, Ohio"
48,167,"Galveston County, Texas"
31,069,"Garden County, Nebraska"
08,045,"Garfield County, Colorado"
30,033,"Garfield County, Montana"
31,071,"Garfield County, Nebraska"
40,047,"Garfield County, Oklahoma"
49,017,"Garfield County, Utah"
53,023,"Garfield County, Washington"
05,051,"Garland County, Arkansas"
21,079,"Garrard County, Kentucky"
24,023,"Garrett County, Maryland"
40,049,"Garvin County, Oklahoma"
48,169,"Garza County, Texas"
29,073,"Gasconade County, Missouri"
37,071,"Gaston County, North Carolina"
37,073,"Gates County, North Carolina"
20,061,"Geary County, Kansas"
39,055,"Geauga County, Ohio"
16,045,"Gem County, Idaho"
26,049,"Genesee County, Michigan"
36,037,"Genesee County, New York"
01,061,"Geneva County, Alabama"
29,075,"Gentry County, Missouri"
28,039,"George County, Mississippi"
45,043,"Georgetown County, South Carolina"
18,051,"Gibson County, Indiana"
47,053,"Gibson County, Tennessee"
04,007,"Gila County, Arizona"
12,041,"Gilchrist County, Florida"
47,055,"Giles County, Tennessee"
51,071,"Giles County, Virginia"
48,171,"Gillespie County, Texas"
41,021,"Gilliam County, Oregon"
13,123,"Gilmer County, Georgia"
54,021,"Gilmer County, West Virginia"
08,047,"Gilpin County, Colorado"
30,035,"Glacier County, Montana"
12,043,"Glades County, Florida"
26,051,"Gladwin County, Michigan"
13,125,"Glascock County, Georgia"
48,173,"Glasscock County, Texas"
06,021,"Glenn County, California"
34,015,"Gloucester County, New Jersey"
51,073,"Gloucester County, Virginia"
13,127,"Glynn County, Georgia"
26,053,"Gogebic County, Michigan"
30,037,"Golden Valley County, Montana"
38,033,"Golden Valley County, North Dakota"
48,175,"Goliad County, Texas"
48,177,"Gonzales County, Texas"
51,075,"Goochland County, Virginia"
27,049,"Goodhue County, Minnesota"
16,047,"Gooding County, Idaho"
13,129,"Gordon County, Georgia"
56,015,"Goshen County, Wyoming"
31,073,"Gosper County, Nebraska"
20,063,"Gove County, Kansas"
13,131,"Grady County, Georgia"
40,051,"Grady County, Oklahoma"
33,009,"Grafton County, New Hampshire"
04,009,"Graham County, Arizona"
20,065,"Graham County, Kansas"
37,075,"Graham County, North Carolina"
47,057,"Grainger County, Tennessee"
08,049,"Grand County, Colorado"
49,019,"Grand County, Utah"
38,035,"Grand Forks County, North Dakota"
50,013,"Grand Isle County, Vermont"
26,055,"Grand Traverse County, Michigan"
30,039,"Granite County, Montana"
05,053,"Grant County, Arkansas"
18,053,"Grant County, Indiana"
20,067,"Grant County, Kansas"
21,081,"Grant County, Kentucky"
27,051,"Grant County, Minnesota"
31,075,"Grant County, Nebraska"
35,017,"Grant County, New Mexico"
38,037,"Grant County, North Dakota"
40,053,"Grant County, Oklahoma"
41,023,"Grant County, Oregon"
46,051,"Grant County, South Dakota"
53,025,"Grant County, Washington"
54,023,"Grant County, West Virginia"
55,043,"Grant County, Wisconsin"
22,043,"Grant Parish, Louisiana"
37,077,"Granville County, North Carolina"
26,057,"Gratiot County, Michigan"
21,083,"Graves County, Kentucky"
20,069,"Gray County, Kansas"
48,179,"Gray County, Texas"
53,027,"Grays Harbor County, Washington"
21,085,"Grayson County, Kentucky"
48,181,"Grayson County, Texas"
51,077,"Grayson County, Virginia"
20,071,"Greeley County, Kansas"
31,077,"Greeley County, Nebraska"
21,087,"Green County, Kentucky"
55,045,"Green County, Wisconsin"
55,047,"Green Lake County, Wisconsin"
54,025,"Greenbrier County, West Virginia"
01,063,"Greene County, Alabama"
05,055,"Greene County, Arkansas"
13,133,"Greene County, Georgia"
17,061,"Greene County, Illinois"
18,055,"Greene County, Indiana"
19,073,"Greene County, Iowa"
28,041,"Greene County, Mississippi"
29,077,"Greene County, Missouri"
36,039,"Greene County, New York"
37,079,"Greene County, North Carolina"
39,057,"Greene County, Ohio"
42,059,"Greene County, Pennsylvania"
47,059,"Greene County, Tennessee"
51,079,"Greene County, Virginia"
04,011,"Greenlee County, Arizona"
51,081,"Greensville County, Virginia"
21,089,"Greenup County, Kentucky"
45,045,"Greenville County, South Carolina"
20,073,"Greenwood County, Kansas"
45,047,"Greenwood County, South Carolina"
40,055,"Greer County, Oklahoma"
48,183,"Gregg County, Texas"
46,053,"Gregory County, South Dakota"
28,043,"Grenada County, Mississippi"
38,039,"Griggs County, North Dakota"
48,185,"Grimes County, Texas"
17,063,"Grundy County, Illinois"
19,075,"Grundy County, Iowa"
29,079,"Grundy County, Missouri"
47,061,"Grundy County, Tennessee"
35,019,"Guadalupe County, New Mexico"
48,187,"Guadalupe County, Texas"
72,057,"Guayama Municipio, Puerto Rico"
72,059,"Guayanilla Municipio, Puerto Rico"
72,061,"Guaynabo Municipio, Puerto Rico"
39,059,"Guernsey County, Ohio"
37,081,"Guilford County, North Carolina"
12,045,"Gulf County, Florida"
08,051,"Gunnison County, Colorado"
72,063,"Gurabo Municipio, Puerto Rico"
19,077,"Guthrie County, Iowa"
72,055,"Guánica Municipio, Puerto Rico"
13,135,"Gwinnett County, Georgia"
46,055,"Haakon County, South Dakota"
13,137,"Habersham County, Georgia"
02,100,"Haines Borough, Alaska"
01,065,"Hale County, Alabama"
48,189,"Hale County, Texas"
37,083,"Halifax County, North Carolina"
51,083,"Halifax County, Virginia"
13,139,"Hall County, Georgia"
31,079,"Hall County, Nebraska"
48,191,"Hall County, Texas"
47,063,"Hamblen County, Tennessee"
12,047,"Hamilton County, Florida"
17,065,"Hamilton County, Illinois"
18,057,"Hamilton County, Indiana"
19,079,"Hamilton County, Iowa"
20,075,"Hamilton County, Kansas"
31,081,"Hamilton County, Nebraska"
36,041,"Hamilton County, New York"
39,061,"Hamilton County, Ohio"
47,065,"Hamilton County, Tennessee"
48,193,"Hamilton County, Texas"
46,057,"Hamlin County, South Dakota"
25,013,"Hampden County, Massachusetts"
25,015,"Hampshire County, Massachusetts"
54,027,"Hampshire County, West Virginia"
45,049,"Hampton County, South Carolina"
51,650,"Hampton city, Virginia"
13,141,"Hancock County, Georgia"
17,067,"Hancock County, Illinois"
18,059,"Hancock County, Indiana"
19,081,"Hancock County, Iowa"
21,091,"Hancock County, Kentucky"
23,009,"Hancock County, Maine"
28,045,"Hancock County, Mississippi"
39,063,"Hancock County, Ohio"
47,067,"Hancock County, Tennessee"
54,029,"Hancock County, West Virginia"
46,059,"Hand County, South Dakota"
51,085,"Hanover County, Virginia"
48,195,"Hansford County, Texas"
46,061,"Hanson County, South Dakota"
13,143,"Haralson County, Georgia"
12,049,"Hardee County, Florida"
47,069,"Hardeman County, Tennessee"
48,197,"Hardeman County, Texas"
17,069,"Hardin County, Illinois"
19,083,"Hardin County, Iowa"
21,093,"Hardin County, Kentucky"
39,065,"Hardin County, Ohio"
47,071,"Hardin County, Tennessee"
48,199,"Hardin County, Texas"
35,021,"Harding County, New Mexico"
46,063,"Harding County, South Dakota"
54,031,"Hardy County, West Virginia"
24,025,"Harford County, Maryland"
21,095,"Harlan County, Kentucky"
31,083,"Harlan County, Nebraska"
40,057,"Harmon County, Oklahoma"
37,085,"Harnett County, North Carolina"
41,025,"Harney County, Oregon"
20,077,"Harper County, Kansas"
40,059,"Harper County, Oklahoma"
13,145,"Harris County, Georgia"
48,201,"Harris County, Texas"
18,061,"Harrison County, Indiana"
19,085,"Harrison County, Iowa"
21,097,"Harrison County, Kentucky"
28,047,"Harrison County, Mississippi"
29,081,"Harrison County, Missouri"
39,067,"Harrison County, Ohio"
48,203,"Harrison County, Texas"
54,033,"Harrison County, West Virginia"
51,660,"Harrisonburg city, Virginia"
13,147,"Hart County, Georgia"
21,099,"Hart County, Kentucky"
09,003,"Hartford County, Connecticut"
48,205,"Hartley County, Texas"
20,079,"Harvey County, Kansas"
20,081,"Haskell County, Kansas"
40,061,"Haskell County, Oklahoma"
48,207,"Haskell County, Texas"
72,065,"Hatillo Municipio, Puerto Rico"
15,001,"Hawaii County, Hawaii"
47,073,"Hawkins County, Tennessee"
31,085,"Hayes County, Nebraska"
48,209,"Hays County, Texas"
37,087,"Haywood County, North Carolina"
47,075,"Haywood County, Tennessee"
13,149,"Heard County, Georgia"
48,211,"Hemphill County, Texas"
05,057,"Hempstead County, Arkansas"
17,071,"Henderson County, Illinois"
21,101,"Henderson County, Kentucky"
37,089,"Henderson County, North Carolina"
47,077,"Henderson County, Tennessee"
48,213,"Henderson County, Texas"
18,063,"Hendricks County, Indiana"
12,051,"Hendry County, Florida"
27,053,"Hennepin County, Minnesota"
51,087,"Henrico County, Virginia"
01,067,"Henry County, Alabama"
13,151,"Henry County, Georgia"
17,073,"Henry County, Illinois"
18,065,"Henry County, Indiana"
19,087,"Henry County, Iowa"
21,103,"Henry County, Kentucky"
29,083,"Henry County, Missouri"
39,069,"Henry County, Ohio"
47,079,"Henry County, Tennessee"
51,089,"Henry County, Virginia"
36,043,"Herkimer County, New York"
12,053,"Hernando County, Florida"
37,091,"Hertford County, North Carolina"
38,041,"Hettinger County, North Dakota"
21,105,"Hickman County, Kentucky"
47,081,"Hickman County, Tennessee"
29,085,"Hickory County, Missouri"
35,023,"Hidalgo County, New Mexico"
48,215,"Hidalgo County, Texas"
39,071,"Highland County, Ohio"
51,091,"Highland County, Virginia"
12,055,"Highlands County, Florida"
30,041,"Hill County, Montana"
48,217,"Hill County, Texas"
12,057,"Hillsborough County, Florida"
33,011,"Hillsborough County, New Hampshire"
26,059,"Hillsdale County, Michigan"
28,049,"Hinds County, Mississippi"
08,053,"Hinsdale County, Colorado"
31,087,"Hitchcock County, Nebraska"
39,073,"Hocking County, Ohio"
48,219,"Hockley County, Texas"
20,083,"Hodgeman County, Kansas"
37,093,"Hoke County, North Carolina"
12,059,"Holmes County, Florida"
28,051,"Holmes County, Mississippi"
39,075,"Holmes County, Ohio"
29,087,"Holt County, Missouri"
31,089,"Holt County, Nebraska"
15,003,"Honolulu County, Hawaii"
48,221,"Hood County, Texas"
41,027,"Hood River County, Oregon"
31,091,"Hooker County, Nebraska"
02,105,"Hoonah-Angoon Census Area, Alaska"
51,670,"Hopewell city, Virginia"
21,107,"Hopkins County, Kentucky"
48,223,"Hopkins County, Texas"
72,067,"Hormigueros Municipio, Puerto Rico"
45,051,"Horry County, South Carolina"
05,059,"Hot Spring County, Arkansas"
56,017,"Hot Springs County, Wyoming"
26,061,"Houghton County, Michigan"
01,069,"Houston County, Alabama"
13,153,"Houston County, Georgia"
27,055,"Houston County, Minnesota"
47,083,"Houston County, Tennessee"
48,225,"Houston County, Texas"
05,061,"Howard County, Arkansas"
18,067,"Howard County, Indiana"
19,089,"Howard County, Iowa"
24,027,"Howard County, Maryland"
29,089,"Howard County, Missouri"
31,093,"Howard County, Nebraska"
48,227,"Howard County, Texas"
29,091,"Howell County, Missouri"
27,057,"Hubbard County, Minnesota"
34,017,"Hudson County, New Jersey"
48,229,"Hudspeth County, Texas"
08,055,"Huerfano County, Colorado"
40,063,"Hughes County, Oklahoma"
46,065,"Hughes County, South Dakota"
72,069,"Humacao Municipio, Puerto Rico"
06,023,"Humboldt County, California"
19,091,"Humboldt County, Iowa"
32,013,"Humboldt County, Nevada"
28,053,"Humphreys County, Mississippi"
47,085,"Humphreys County, Tennessee"
48,231,"Hunt County, Texas"
34,019,"Hunterdon County, New Jersey"
42,061,"Huntingdon County, Pennsylvania"
18,069,"Huntington County, Indiana"
26,063,"Huron County, Michigan"
39,077,"Huron County, Ohio"
46,067,"Hutchinson County, South Dakota"
48,233,"Hutchinson County, Texas"
37,095,"Hyde County, North Carolina"
46,069,"Hyde County, South Dakota"
22,045,"Iberia Parish, Louisiana"
22,047,"Iberville Parish, Louisiana"
19,093,"Ida County, Iowa"
16,049,"Idaho County, Idaho"
06,025,"Imperial County, California"
05,063,"Independence County, Arkansas"
12,061,"Indian River County, Florida"
42,063,"Indiana County, Pennsylvania"
26,065,"Ingham County, Michigan"
06,027,"Inyo County, California"
26,067,"Ionia County, Michigan"
26,069,"Iosco County, Michigan"
19,095,"Iowa County, Iowa"
55,049,"Iowa County, Wisconsin"
37,097,"Iredell County, North Carolina"
48,235,"Irion County, Texas"
26,071,"Iron County, Michigan"
29,093,"Iron County, Missouri"
49,021,"Iron County, Utah"
55,051,"Iron County, Wisconsin"
17,075,"Iroquois County, Illinois"
13,155,"Irwin County, Georgia"
72,071,"Isabela Municipio, Puerto Rico"
26,073,"Isabella County, Michigan"
27,059,"Isanti County, Minnesota"
53,029,"Island County, Washington"
51,093,"Isle of Wight County, Virginia"
28,055,"Issaquena County, Mississippi"
27,061,"Itasca County, Minnesota"
28,057,"Itawamba County, Mississippi"
05,065,"Izard County, Arkansas"
48,237,"Jack County, Texas"
01,071,"Jackson County, Alabama"
05,067,"Jackson County, Arkansas"
08,057,"Jackson County, Colorado"
12,063,"Jackson County, Florida"
13,157,"Jackson County, Georgia"
17,077,"Jackson County, Illinois"
18,071,"Jackson County, Indiana"
19,097,"Jackson County, Iowa"
20,085,"Jackson County, Kansas"
21,109,"Jackson County, Kentucky"
26,075,"Jackson County, Michigan"
27,063,"Jackson County, Minnesota"
28,059,"Jackson County, Mississippi"
29,095,"Jackson County, Missouri"
37,099,"Jackson County, North Carolina"
39,079,"Jackson County, Ohio"
40,065,"Jackson County, Oklahoma"
41,029,"Jackson County, Oregon"
46,071,"Jackson County, South Dakota"
47,087,"Jackson County, Tennessee"
48,239,"Jackson County, Texas"
54,035,"Jackson County, West Virginia"
55,053,"Jackson County, Wisconsin"
22,049,"Jackson Parish, Louisiana"
51,095,"James City County, Virginia"
13,159,"Jasper County, Georgia"
17,079,"Jasper County, Illinois"
18,073,"Jasper County, Indiana"
19,099,"Jasper County, Iowa"
28,061,"Jasper County, Mississippi"
29,097,"Jasper County, Missouri"
45,053,"Jasper County, South Carolina"
48,241,"Jasper County, Texas"
18,075,"Jay County, Indiana"
72,073,"Jayuya Municipio, Puerto Rico"
13,161,"Jeff Davis County, Georgia"
48,243,"Jeff Davis County, Texas"
01,073,"Jefferson County, Alabama"
05,069,"Jefferson County, Arkansas"
08,059,"Jefferson County, Colorado"
12,065,"Jefferson County, Florida"
13,163,"Jefferson County, Georgia"
16,051,"Jefferson County, Idaho"
17,081,"Jefferson County, Illinois"
18,077,"Jefferson County, Indiana"
19,101,"Jefferson County, Iowa"
20,087,"Jefferson County, Kansas"
21,111,"Jefferson County, Kentucky"
28,063,"Jefferson County, Mississippi"
29,099,"Jefferson County, Missouri"
30,043,"Jefferson County, Montana"
31,095,"Jefferson County, Nebraska"
36,045,"Jefferson County, New York"
39,081,"Jefferson County, Ohio"
40,067,"Jefferson County, Oklahoma"
41,031,"Jefferson County, Oregon"
42,065,"Jefferson County, Pennsylvania"
47,089,"Jefferson County, Tennessee"
48,245,"Jefferson County, Texas"
53,031,"Jefferson County, Washington"
54,037,"Jefferson County, West Virginia"
55,055,"Jefferson County, Wisconsin"
28,065,"Jefferson Davis County, Mississippi"
22,053,"Jefferson Davis Parish, Louisiana"
22,051,"Jefferson Parish, Louisiana"
13,165,"Jenkins County, Georgia"
18,079,"Jennings County, Indiana"
46,073,"Jerauld County, South Dakota"
16,053,"Jerome County, Idaho"
17,083,"Jersey County, Illinois"
21,113,"Jessamine County, Kentucky"
20,089,"Jewell County, Kansas"
48,247,"Jim Hogg County, Texas"
48,249,"Jim Wells County, Texas"
17,085,"Jo Daviess County, Illinois"
05,071,"Johnson County, Arkansas"
13,167,"Johnson County, Georgia"
17,087,"Johnson County, Illinois"
18,081,"Johnson County, Indiana"
19,103,"Johnson County, Iowa"
20,091,"Johnson County, Kansas"
21,115,"Johnson County, Kentucky"
29,101,"Johnson County, Missouri"
31,097,"Johnson County, Nebraska"
47,091,"Johnson County, Tennessee"
48,251,"Johnson County, Texas"
56,019,"Johnson County, Wyoming"
37,101,"Johnston County, North Carolina"
40,069,"Johnston County, Oklahoma"
13,169,"Jones County, Georgia"
19,105,"Jones County, Iowa"
28,067,"Jones County, Mississippi"
37,103,"Jones County, North Carolina"
46,075,"Jones County, South Dakota"
48,253,"Jones County, Texas"
41,033,"Josephine County, Oregon"
49,023,"Juab County, Utah"
72,075,"Juana Díaz Municipio, Puerto Rico"
30,045,"Judith Basin County, Montana"
72,077,"Juncos Municipio, Puerto Rico"
02,110,"Juneau City and Borough, Alaska"
55,057,"Juneau County, Wisconsin"
42,067,"Juniata County, Pennsylvania"
26,077,"Kalamazoo County, Michigan"
15,005,"Kalawao County, Hawaii"
26,079,"Kalkaska County, Michigan"
27,065,"Kanabec County, Minnesota"
54,039,"Kanawha County, West Virginia"
27,067,"Kandiyohi County, Minnesota"
17,089,"Kane County, Illinois"
49,025,"Kane County, Utah"
17,091,"Kankakee County, Illinois"
48,255,"Karnes County, Texas"
15,007,"Kauai County, Hawaii"
48,257,"Kaufman County, Texas"
40,071,"Kay County, Oklahoma"
31,099,"Kearney County, Nebraska"
20,093,"Kearny County, Kansas"
31,101,"Keith County, Nebraska"
28,069,"Kemper County, Mississippi"
02,122,"Kenai Peninsula Borough, Alaska"
17,093,"Kendall County, Illinois"
48,259,"Kendall County, Texas"
48,261,"Kenedy County, Texas"
23,011,"Kennebec County, Maine"
55,059,"Kenosha County, Wisconsin"
10,001,"Kent County, Delaware"
24,029,"Kent County, Maryland"
26,081,"Kent County, Michigan"
44,003,"Kent County, Rhode Island"
48,263,"Kent County, Texas"
21,117,"Kenton County, Kentucky"
19,107,"Keokuk County, Iowa"
06,029,"Kern County, California"
48,265,"Kerr County, Texas"
45,055,"Kershaw County, South Carolina"
02,130,"Ketchikan Gateway Borough, Alaska"
55,061,"Kewaunee County, Wisconsin"
26,083,"Keweenaw County, Michigan"
31,103,"Keya Paha County, Nebraska"
38,043,"Kidder County, North Dakota"
31,105,"Kimball County, Nebraska"
48,267,"Kimble County, Texas"
48,269,"King County, Texas"
53,033,"King County, Washington"
51,099,"King George County, Virginia"
51,101,"King William County, Virginia"
51,097,"King and Queen County, Virginia"
40,073,"Kingfisher County, Oklahoma"
20,095,"Kingman County, Kansas"
06,031,"Kings County, California"
36,047,"Kings County, New York"
46,077,"Kingsbury County, South Dakota"
48,271,"Kinney County, Texas"
08,061,"Kiowa County, Colorado"
20,097,"Kiowa County, Kansas"
40,075,"Kiowa County, Oklahoma"
08,063,"Kit Carson County, Colorado"
53,035,"Kitsap County, Washington"
53,037,"Kittitas County, Washington"
27,069,"Kittson County, Minnesota"
41,035,"Klamath County, Oregon"
48,273,"Kleberg County, Texas"
53,039,"Klickitat County, Washington"
21,119,"Knott County, Kentucky"
17,095,"Knox County, Illinois"
18,083,"Knox County, Indiana"
21,121,"Knox County, Kentucky"
23,013,"Knox County, Maine"
29,103,"Knox County, Missouri"
31,107,"Knox County, Nebraska"
39,083,"Knox County, Ohio"
47,093,"Knox County, Tennessee"
48,275,"Knox County, Texas"
02,150,"Kodiak Island Borough, Alaska"
27,071,"Koochiching County, Minnesota"
16,055,"Kootenai County, Idaho"
18,085,"Kosciusko County, Indiana"
19,109,"Kossuth County, Iowa"
02,158,"Kusilvak Census Area, Alaska"
55,063,"La Crosse County, Wisconsin"
04,012,"La Paz County, Arizona"
08,067,"La Plata County, Colorado"
48,283,"La Salle County, Texas"
18,087,"LaGrange County, Indiana"
38,045,"LaMoure County, North Dakota"
18,091,"LaPorte County, Indiana"
17,099,"LaSalle County, Illinois"
22,059,"LaSalle Parish, Louisiana"
20,099,"Labette County, Kansas"
